codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
3592,Concello de Mugardos,Concello de Mugardos,MUGARDOS,A CORUÑA,43.4605,-8.2550,Administraciones o instituciones públicas
3593,Concello de Mugardos,Grupo de Emerxencias Supramunicipal (GES) - dispositivo móvil,MUGARDOS,A CORUÑA,43.4587,-8.2379,Protección civil (no amb.)
3594,Concello de Mugardos,Campo de Fútbol Municipal,MUGARDOS,A CORUÑA,43.4556,-8.2389,En instalaciones deportivas
3595,Concello de Mugardos,Casa da Cultura,MUGARDOS,A CORUÑA,43.4634,-8.2532,Administraciones o instituciones públicas
3596,Concello de Mugardos,Pavillón Polideportivo do Cristo,MUGARDOS,A CORUÑA,43.4571,-8.2561,En instalaciones deportivas
3597,"Leche de Galicia, SL","Leche de Galica, s/n (garita de control de accesos)",VILALBA,LUGO,43.2874,-7.6500,En empresa privada
3598,Concello de Mugardos,Club do Mar,MUGARDOS,A CORUÑA,43.4614,-8.2588,En instalaciones deportivas
3599,Concello de Mugardos,Mercado Municipal de Mugardos,MUGARDOS,A CORUÑA,43.4595,-8.2561,Otros
3600,CIFP Carlos Oroza,CIFP Carlos Oroza (Pasillo Conserjería),PONTEVEDRA,PONTEVEDRA,42.4272,-8.6171,En centros docentes
3601,CIFP Portovello,CIFP Portovello - Edificio A (conserxería),OURENSE,OURENSE,42.3463,-7.8583,En centros docentes
3602,CIFP Portovello,CIFP Portovello-Edificio B (conserxería),OURENSE,OURENSE,42.3476,-7.8552,En centros docentes
3603,Club de Fútbol San Miguel,Campo de Fútbol San Miguel (al lado de la cantina),VIGO,PONTEVEDRA,42.1842,-8.8106,En instalaciones deportivas
3604,CIFP Santa María de Europa,CIFP Santa María de Europa (Vestíbulo de acceso al lado de Conserjería),OURENSE,OURENSE,42.3317,-7.8736,En centros docentes
3607,Concepción López Cancelos,Vivienda Comunitaria Villaoudrid (entrada principal),"PONTENOVA, A",LUGO,43.3389,-7.1887,Otros
3608,"ANEK S-3, S.L.",AEAT (Vigilancia Aduanera) - Patrullero Alcaraván II (camareta de proa),RIBADEO,LUGO,43.5338,-7.0371,Administraciones o instituciones públicas
3609,Fundación Cidade da Cultura de Galicia,Cidade da Cultura - Edificio BAG (recepción),SANTIAGO,A CORUÑA,42.8697,-8.5269,Administraciones o instituciones públicas
3610,Fundación Cidade da Cultura de Galicia,Cidade da Cultura - Edificio CEM (recepción),SANTIAGO,A CORUÑA,42.8692,-8.5268,Administraciones o instituciones públicas
3611,Fundación Cidade da Cultura de Galicia,Cidade da Cultura - Edificio Fontán (recepción),SANTIAGO,A CORUÑA,42.8706,-8.5254,Administraciones o instituciones públicas
3612,Fundación Cidade da Cultura de Galicia,Cidade da Cultura - Edificio CINC (recepción),SANTIAGO,A CORUÑA,42.8710,-8.5262,Administraciones o instituciones públicas
3613,Fundación Cidade da Cultura de Galicia,Cidade da Cultura - Edificio Museo Gaiás (recepción),SANTIAGO,A CORUÑA,42.8710,-8.5282,Administraciones o instituciones públicas
3618,"Naturgy Energy Group, SA",Naturgy - Central Térmica de Sabón (Punto de Contro),ARTEIXO,A CORUÑA,43.3306,-8.5015,En empresa privada
3619,IES Plurilingüe de Valga,IES de Valga (junto a Conserxería),VALGA,PONTEVEDRA,42.7066,-8.6560,En centros docentes
3620,Comercial Malasa SL,Comercial Malasa - Recepción Oficinas,CERCEDA,A CORUÑA,43.1814,-8.4725,En empresa privada
3621,"Fresno Metal, SLU",Fresno Metal SLU - Acceso oficinas,CERCEDA,A CORUÑA,43.1732,-8.4784,En empresa privada
3622,Faramacia Rodríguez Gil,Farmacia Rodríguez Gil,SALCEDA DE CASELAS,PONTEVEDRA,42.1026,-8.5593,En empresa privada
3629,"Severiano Servicio Móvil, SA",Servicio Móvil (sala de transportistas),NEGREIRA,A CORUÑA,42.9174,-8.7444,En empresa privada
3630,"Severiano Servicio Móvil, SA",Servicio Móvil (entrada oficinas),NEGREIRA,A CORUÑA,42.9174,-8.7444,En empresa privada
3631,"DS Smith Packaging Cartogal, SA",DS Smith Packaging Cartogal (sala de primeiros auxilios),POBRA DO CARAMIÑAL,A CORUÑA,42.6019,-8.9616,En empresa privada
3633,IES Poeta Añón,IES Poeta Añón (Pasillo de entrada a Administración),OUTES,A CORUÑA,42.8432,-8.9125,En centros docentes
3634,"Coesco Deza, SLU","Coesco Deza, SLU (Almacén de limpieza, desde la entrada principal al final del pasillo)",SILLEDA,PONTEVEDRA,42.6918,-8.2281,En empresa privada
3635,Concello de Santiago,Pabellón Municipal de Santa Isabel,SANTIAGO,A CORUÑA,42.8858,-8.5485,Administraciones o instituciones públicas
3636,"Vicusgraf, SL","Vicusgraf, SL (Sala de 1os Auxilios - Planta de Producción)",VIGO,PONTEVEDRA,42.2122,-8.6705,En empresa privada
3637,"Incalplas, S.L.","Incalplas, S.L. (área de fabricación)",ALLARIZ,OURENSE,42.1984,-7.7981,Otros
3638,"Ecoforest Geotermia, SL",Ecoforest Geotermia (junto al ascensor),NIGRAN,PONTEVEDRA,42.1368,-8.7848,En empresa privada
3639,"Santa Rita 2004, SL",Lavanderia industrial Plaza (zona descanso personal),NIGRAN,PONTEVEDRA,42.1407,-8.7901,En empresa privada
3640,Club Esmelle,Club Esmelle  (Local Social AVV),FERROL,A CORUÑA,43.5265,-8.2717,Otros
3642,Bolton Food S. L.,"Bolton Food, S.L. (entrada portería)","GROVE, O",PONTEVEDRA,42.4940,-8.8873,En empresa privada
3644,Bolton Food S. L.,"Bolton Food, S.L. (nave tunidos)","GROVE, O",PONTEVEDRA,42.4940,-8.8873,En empresa privada
3645,Bolton Food S. L.,"Bolton Food, S.L. (nave mejillón)","GROVE, O",PONTEVEDRA,42.4940,-8.8873,En empresa privada
3646,Bolton Food S. L.,"Bolton Food, S.L. (oficina almacén)","GROVE, O",PONTEVEDRA,42.4940,-8.8873,En empresa privada
3647,"Hogarlin, S.A.","Hogarlin, S.A. (Hall entrada principal derecha)",VIGO,PONTEVEDRA,42.1956,-8.7712,En empresa privada
3650,Concello de Vilariño de Conso,Albergue,VILARIÑO DE CONSO,OURENSE,42.1616,-7.1808,Otros
3652,"ANEK S-3, S.L.",Organización Nacional de Ciegos - ONCE (sala de exposiciones),VIGO,PONTEVEDRA,42.2334,-8.7175,Administraciones o instituciones públicas
3653,"ANEK S-3, S.L.",Organización Nacional de Ciegos - ONCE (vestíbulo),"CORUÑA, A",A CORUÑA,43.3689,-8.4025,Administraciones o instituciones públicas
3654,"Gestión y Control Residencial de Galicia, S.L.",Residencia de Tercera Edad San Pedro (entrada principal),CRECENTE,PONTEVEDRA,42.1498,-8.2234,Otros
3655,Federación Galega de Judo e Disciplinas Asociadas,Centro Galego de Tecnificación Deportiva-sección Judo (sala Judo),PONTEVEDRA,PONTEVEDRA,42.4320,-8.6381,En instalaciones deportivas
3656,IES San Clemente,IES San Clemente (entrada principal),SANTIAGO,A CORUÑA,42.8786,-8.5473,En centros docentes
3657,"Formato Verde, SL","Formato Verde, SL (recepción)",SAN CIBRAO DAS VIÑAS,OURENSE,42.2938,-7.8109,En empresa privada
3659,"Puerto Vieira, SL",Puerto Vieira (zona de descarga - junto a báscula 1),REDONDELA,PONTEVEDRA,42.2842,-8.6358,En empresa privada
3660,"Puerto Vieira, SL",Puerto Vieira (recepción),REDONDELA,PONTEVEDRA,42.2842,-8.6358,En empresa privada
3662,IES Leixa,IES Leixa (Pabellón 1),FERROL,A CORUÑA,43.5115,-8.2150,En instalaciones deportivas
3668,"ANEK S-3, S.L.",Patrullero Águila 1 (Armario camareta babor),MARIN,PONTEVEDRA,42.3977,-8.7062,Administraciones o instituciones públicas
3669,"ANEK S-3, S.L.",Patrullero VA II (Camareta del patrullero),MUROS,A CORUÑA,42.7767,-9.0548,Administraciones o instituciones públicas
3670,"ANEK S-3, S.L.",Patrullero Águila V (Camareta de Proa - mamparo de separación de camaretas de proa y popa),VILAGARCIA DE AROUSA,PONTEVEDRA,42.5983,-8.7709,Administraciones o instituciones públicas
3671,"ANEK S-3, S.L.",Patrullero Alcotán - Camareta,"CORUÑA, A",A CORUÑA,43.3597,-8.4010,Administraciones o instituciones públicas
3672,"ANEK S-3, S.L.",Patrullero Halcón - Bajo el asiento de la Camareta,VIGO,PONTEVEDRA,42.2399,-8.7303,Administraciones o instituciones públicas
3676,Club Deportivo Lugo SA Deportiva,Estadio Ángel Carro (Equipo móvil: se desplaza con el equipo femenino),LUGO,LUGO,43.0036,-7.5706,En instalaciones deportivas
3677,Club Deportivo Lugo SA Deportiva,Estadio Ángel Carro (Equipo móvil: se desplaza con el primer equipo),LUGO,LUGO,43.0036,-7.5706,En instalaciones deportivas
3678,Club Deportivo Lugo SA Deportiva,Estadio Ángel Carro (Equipo móvil: se desplaza con el equio Genuine),LUGO,LUGO,43.0036,-7.5706,En instalaciones deportivas
3679,"Castro Carrocera, S. A.","Castro Carrocera, S.A. Vestíbulo entrada a fabricación - Pared entrada a vestuario masculino",VILAGARCIA DE AROUSA,PONTEVEDRA,42.6400,-8.7448,En empresa privada
3680,Club Deportivo Lugo SA Deportiva,Campo O Ceao-José Carballido Cerceda (Vestuarios),LUGO,LUGO,43.0035,-7.5704,En instalaciones deportivas
3682,"BCJ Asesoría Fiscal, Laboral y Contable","BCJ Asesoría Fiscal, Laboral y Contable","CORUÑA, A",A CORUÑA,43.3565,-8.4006,En empresa privada
3684,"Carrocera Castrosua, S.A.","Carrocera Castrosua, S.A. (al lado de aseos Sección Estructura - Fabricación)",SANTIAGO,A CORUÑA,42.9054,-8.5175,En empresa privada
3685,"Carrocera Castrosua, S.A.","Carrocera Castrosua, S.A. (Entrada personal a fábrica-al lado de puerta a enfermería)",SANTIAGO,A CORUÑA,42.9052,-8.5164,En empresa privada
3689,Francisco Manuel Mayo Balderrábano,Taxi - Estación de Autobuses,NOIA,A CORUÑA,42.7857,-8.8906,Otros
3690,Cáritas Diocesana Santiago,Cáritas Diocesanas De Santiago Carballo- Sala de estar y TV,CARBALLO,A CORUÑA,43.2134,-8.6494,Otros
3691,Cáritas Diocesana Santiago,Cáritas Diocesanas De Santiago (Pontevedra) - Al lado del Comedor- 1ª Planta,PONTEVEDRA,PONTEVEDRA,42.4278,-8.6377,Otros
3693,Concello de VILAMARTIN de VALDEORRAS,Oficina Protección Civil 1ª Planta Casa Consistorial Ayto. Vilamartin de Valdeorras,VILAMARTIN DE VALDEORRAS,OURENSE,42.4154,-7.0643,Protección civil (no amb.)
3694,Concello de Amoeiro,Antigua casa consistorial Amoeiro (Centro iniciativas Empresariales e Innovación),AMOEIRO,OURENSE,42.4131,-7.9500,Administraciones o instituciones públicas
3696,"SMRC Automotive Interiors Spain, SL","SMRC Automotive Interiors Spain, SLU",SALCEDA DE CASELAS,PONTEVEDRA,42.0898,-8.6227,En empresa privada
3698,"Delicias Coruña, SL","Delicias Coruña, S.L. (pasillo central fábrica)","PONTES, AS",A CORUÑA,43.4406,-7.9298,En empresa privada
3700,Cruz Roja Española,Almacén - Garaje Sede Asamblea Cruz Roja A Coruña,"CORUÑA, A",A CORUÑA,43.3763,-8.4004,Otros
3701,Cruz Roja Española,Almacén - Garaje Sede Asamblea Cruz Roja A Coruña,"CORUÑA, A",A CORUÑA,43.3763,-8.4004,Otros
3704,"Emenasa Industria y Automatismo, SA","Emenasa Industria y Automatismo, SA (planta baja en la entrada)",VIGO,PONTEVEDRA,42.1952,-8.7693,En empresa privada
3705,Cáritas Diocesana Santiago,Cáritas Diocesana De Santiago (Centro Violetas A Coruña) - Oficina de Secretaría,"CORUÑA, A",A CORUÑA,43.3441,-8.4038,Otros
3706,Asociación de Discapacitados da Bisbarra de Muros,Centro Ocupacional Asociación Discapacitados Muros (1º piso),OUTES,A CORUÑA,42.8648,-8.9641,Otros
3707,Cáritas Diocesana Santiago,Cáritas Diocesana De Santiago - Zona de Café,SANTIAGO,A CORUÑA,42.8817,-8.5468,Otros
3710,"Curasana Primeros Auxilios, SL",Parking Saba (1ª planta - pasando barrera acceso a la derecha),OURENSE,OURENSE,42.3265,-7.8616,En empresa privada
3711,"Impex Europa, S.L.","Impex Europa, s.l. - 1ª Planta en oficina",VILAGARCIA DE AROUSA,PONTEVEDRA,42.5979,-8.7461,En empresa privada
3713,Concello de Avión,Polideportivo Municipal Avión,AVION,OURENSE,42.3757,-8.2463,Protección civil (no amb.)
3714,Concello de Avión,Piscina Municipal Avión,AVION,OURENSE,42.3773,-8.2605,Protección civil (no amb.)
3715,"ANEK S-3, S.L.","Montajes Rotelu, SL (oficina control producción)",TUI,PONTEVEDRA,42.0932,-8.6343,En empresa privada
3716,"Gasóleos Cecebre, S. L.",E. Sº. Cetanoil - Zona barra acceso oficinas,CAMBRE,A CORUÑA,43.2920,-8.3071,En empresa privada
3717,Fundación Semana Verde de Galicia,Fundación Semana Verde de Galicia - Sala de espera oficinas - 1ª planta entre Pabellones 1 y 2,SILLEDA,PONTEVEDRA,42.7065,-8.2397,Otros
3718,Comandancia Guardia Civil Lugo,Acuartelamiento Guardia Civil Lugo(planta baja - pasillo monitores),LUGO,LUGO,43.0067,-7.5541,Otros
3719,Centro Nacional de Formación Marítima de Bamio,Centro Nacional de Formación Marítima de Bamio (planta baja - vestíbulo),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6245,-8.7660,En centros docentes
3720,Centro Nacional de Formación Marítima de Bamio,Centro Nacional de Formación Marítima de Bamio (planta baja - zona docente),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6245,-8.7660,En centros docentes
3721,Centro Nacional de Formación Marítima de Bamio,Centro Nacional de Formación Marítima de Bamio (móvil - Buque auxiliar Muelle Tragobe),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6243,-8.7660,En centros docentes
3722,"Centro Xeriátrico Santa María de Ois, S.L.","Centro Xeriátrico Santa María de Ois, S.L. - Pasillo principal Pta. 0",COIROS,A CORUÑA,43.2351,-8.1293,Otros
3723,"Centro Xeriátrico Santa María de Ois, S.L.","Centro Xeriátrico Santa María de Ois, S.L. - Salida ascensores Pta. 1",COIROS,A CORUÑA,43.2351,-8.1293,Otros
3729,IES Agra de Raíces,IES Agra de Raíces - Vestíbulo entrada principal,CEE,A CORUÑA,42.9579,-9.1859,En centros docentes
3732,Comandancia Guardia Civil A Coruña,Comandancia Guardia Civil A Coruña - Pasillo principal planta 0 del Edificio I,"CORUÑA, A",A CORUÑA,43.3465,-8.4133,Administraciones o instituciones públicas
3735,Comunidad de Propietarios Centro Comercial Área Central,Centro Comercial Área Central (planta baja-delante Nova Jump),SANTIAGO,A CORUÑA,42.8825,-8.5284,En empresa privada
3736,"Indipunt, S.L.","Indipunt, S. L. (Cabina seguridad - Acceso principal)",NARON,A CORUÑA,43.5312,-8.2007,En empresa privada
3738,"RE. Medical CM&O, S.L.",Clínica Reboredo (Sala de espera),VIGO,PONTEVEDRA,42.1963,-8.7116,En empresa privada
3739,Concello de A Rúa,Protección Civil A Rúa (sede),"RUA, A",OURENSE,42.3942,-7.1161,Protección civil (no amb.)
3740,"Artículos de Protección, SA",Arprosa (en tienda),"PONTES, AS",A CORUÑA,43.4488,-7.8553,En empresa privada
3741,Asociación de Familiares de Enfermos de Alzheimer e outras demencias,Centro de Día de Alzheimer (recepción),OURENSE,OURENSE,42.3430,-7.8538,Otros
3742,Concello de Petín,Protección Civil de Petín (local de encontro),PETIN,OURENSE,42.3827,-7.1264,Protección civil (no amb.)
3743,Luis Vives Orense Sociedad Cooperativa Galega,CPR Plurilingüe Luis Vives (1ª planta - junto a Secretaría),OURENSE,OURENSE,42.3230,-7.8765,En centros docentes
3744,"Seur Geopost, s.l.",SEUR (junto a escaleras),"CORUÑA, A",A CORUÑA,43.3548,-8.4270,En empresa privada
3745,"Seur Geopost, s.l.",SEUR (entrada tienda),OURENSE,OURENSE,42.1749,-7.4826,En empresa privada
3746,"Seur Geopost, s.l.",SEUR (junto a puerta oficina),"CORUÑA, A",A CORUÑA,42.5420,-8.2947,En empresa privada
3747,"Seur Geopost, s.l.",SEUR (columna entrada oficina),PONTEVEDRA,PONTEVEDRA,42.2122,-8.7117,En empresa privada
3749,María del Pilar Loperena Saá (Farmacia Ortopedia Sabarís),Farmacia Ortopedia Sabarís - entrada principal a la izda.,BAIONA,PONTEVEDRA,42.1114,-8.8189,En empresa privada
3751,"Pull & Bear España, SA",Pull & Bear (oficinas planta alta - coffe break),NARON,A CORUÑA,43.5309,-8.2035,En empresa privada
3752,Cruz Roja Lugo,Asociación Familiares Enfermos Alzheimer,FRIOL,LUGO,43.0283,7.79958,Cruz roja (no amb.)
3753,Concello de Ribadeo,Praia dos Castros (Posto de Socorro),RIBADEO,LUGO,43.5545,-7.1346,En playa
3754,"Instinto Deportivo, S.L.",Complexo Deportivo Universitario de Vigo (edificio Miralles),VIGO,PONTEVEDRA,42.1708,-8.6819,En instalaciones deportivas
3755,"Equipos Cardioprotección Castro, s.l",Instituto Ourensano de Desarrollo Económico - Edificio Correos (Entrada principal en pared derecha),OURENSE,OURENSE,42.3377,-7.8665,Administraciones o instituciones públicas
3756,Cruz Roja Lugo,Residencia afectados dano cerebral,CASTRO DE REI,LUGO,43.1596,-7.4864,Cruz roja (no amb.)
3757,MQA Navia SLU,Centro Deportivo Máis Que Auga Navia,VIGO,PONTEVEDRA,42.2139,-8.7572,En instalaciones deportivas
3758,Protección Civil Concello de Boiro,Base do Servizo Municipal Protección Civil e Emerxencias Concello de Boiro,BOIRO,A CORUÑA,42.6508,-8.8809,Protección civil (no amb.)
3759,Cruz Roja Lugo,Asociación Prodeme,MONFORTE,LUGO,42.5370,-7.5248,Cruz roja (no amb.)
3760,Cruz Roja Lugo,Base Cruz Roja Vilalba,VILALBA,LUGO,43.3087,-7.6614,Cruz roja (no amb.)
3761,Cruz Roja Lugo,Base Cruz Roja Vilalba,VILALBA,LUGO,43.3087,-7.6614,Cruz roja (no amb.)
3762,Residencia de Carballiño para mayores con autonomía,Residencia de Carballiño para mayores con autonomía (Vestíbulo entrada princiapal),"CARBALLIÑO, O",OURENSE,42.4375,-8.0824,Administraciones o instituciones públicas
3763,CONCELLO DE ENTRIMO,Colexio Público de Santa María a Real (vestíbulo planta baixa),ENTRIMO,OURENSE,41.9338,-8.1208,En centros docentes
3764,CONCELLO DE ENTRIMO,Concello de Entrimo - Nave Municipal de Pielas,ENTRIMO,OURENSE,41.9447,-8.1233,En centros docentes
3765,"ANEK S-3, S.L.",Urbanización Las Gavias (entrada urbanización izqda. aseos zona piscina),OLEIROS,A CORUÑA,43.3420,-8.3507,Otros
3767,"Setec Building, s.l.",Vertedero de Areosa (pared exterior entre oficinas y comedor),CERCEDA,A CORUÑA,43.1291,-8.4658,En empresa privada
3768,"Setec Building, s.l.",Oficinas Grupo Valtalia (pasillo principal),OURENSE,OURENSE,42.3422,-7.8639,En empresa privada
3769,"Setec Building, s.l.","Papeles y Desarrollos (distribuidor acceso a Producción, al lado vestuarios)","CARBALLIÑO, O",OURENSE,42.4360,-8.0578,En empresa privada
3770,"Setec Building, s.l.",Sogapol Cerceda (1ª pta. pared entrada aseos),CERCEDA,A CORUÑA,43.1757,-8.4398,En empresa privada
3771,"Troncoso Servicios Sociosanitarios, S.L.",Vivienda Comunidatia Troncoso (vestíbulo),OURENSE,OURENSE,42.3305,-7.8605,Otros
3772,"ANEK S-3, S.L.",Iberconsa Seafood Processing (acceso principal),VIGO,PONTEVEDRA,42.2318,-8.7464,En empresa privada
3773,"Setec Building, s.l.",Sogapol Carballiño (oficina en pared entrada aseos),"CARBALLIÑO, O",OURENSE,42.4355,-8.0534,En empresa privada
3774,"De Maiores Servicios Sociosanitarios, s.l.",Centro de DíaDeMaiores (vestíbulo entrada principal a Sala Polivalente 2 desde),OURENSE,OURENSE,42.3424,-7.8775,En empresa privada
3775,"Servicios Asistenciales Vilamoure, s.l.",Residencia Maiores Vilamoure (comedor planta baja en pared a terraza),PUNXIN,OURENSE,42.3906,-8.0170,En empresa privada
3776,C.P. Oficinas Businees Marineda City,C.P. Oficinas Businees Marineda City,"CORUÑA, A",A CORUÑA,43.3452,-8.4291,En empresa privada
3777,"Exlabesa Building Systems, SAU","Exlabesa Building Systems, SAU (entrada nave)",VALGA,PONTEVEDRA,42.7080,-8.6730,En empresa privada
3778,"Mancomunidade Intermunicipal ""Terra de Celanova""",Base Mancomunidade Terra de Celanova,CELANOVA,OURENSE,42.1433,-7.9405,Protección civil (no amb.)
3779,"Ignacio de las Cuevas, SA",Grupo Cuevas (acceso principal),SAN CIBRAO DAS VIÑAS,OURENSE,42.2791,-7.8219,En empresa privada
3780,Ourensenior Sociedad Limitada,"Fogar Residencia Penas Albas (pared distribuidor, entrada principal, pta. baja",COLES,OURENSE,42.4346,-7.8427,En empresa privada
3781,Residencia de Maiores de Castro Caldelas,Residencia de Maiores de Castro Caldelas (planta baixa-xunto control enfermería),CASTRO CALDELAS,OURENSE,42.3748,-7.4206,Otros
